e, e_dot, e_int, stamp, 
0.7854001932831876, -7.483484387726946e-07, 0.05340721556327976, 
0.7854001791778572, -4.366618602650242e-07, 0.053407213513377336, 
0.7854566609225784, 0.0005536043077531623, 0.053408492756695465, 
0.7859767847142645, 0.0022534935485281084, 0.10684312432493308, 
0.7679652642258983, -0.057161427113333656, 0.15907911227066637, 
0.7025792364241856, -0.2725410074839178, 0.15344344740477567, 
0.6390757823296193, -0.4212074571773825, 0.1434541792426198, 
0.5761092875879862, -0.4133004863928087, 0.13040797283124178, 
0.5139596290736246, -0.408876317830048, 0.11758183953140362, 
0.4556226666539482, -0.3937471272354183, 0.10510702766545799, 
0.4021840797854539, -0.3652795728371591, 0.0932801135348858, 
0.3539116008687646, -0.33238910387314896, 0.08239684761695533, 
0.31075980206817133, -0.29877214940288427, 0.0725461728251225, 
0.2840484688574485, -0.2719568582244363, 0.05376079273501511, 
0.24875843563398103, -0.24626481385474416, 0.04780211337171071, 
0.21763444670342846, -0.2170392880850328, 0.05103001188125034, 
0.19028258971679424, -0.19109753567708107, 0.04465393209968585, 
0.16720481674501098, -0.16480271228241009, 0.03910828601523589, 
0.14621820532099583, -0.14400125619541962, 0.03425198160123047, 
0.12766769383340804, -0.1292062840248462, 0.029994168681160206, 
0.11149551952946912, -0.11347282938407421, 0.02620593647050336, 
0.09737877072112644, -0.09898340886366536, 0.022884854917712243, 
0.0850446134476216, -0.08644086954852133, 0.019986485451478766, 
0.07424095806876985, -0.07561376683776665, 0.017453175272151213, 
0.06761986681151677, -0.06776239302199792, 0.012857974838581464, 
0.05900745886029002, -0.06060145371603387, 0.011382536078632675, 
0.05150566837259407, -0.052660779212165686, 0.012113043595019257, 
0.0449498146244246, -0.04594001384269745, 0.01057148004629699, 
0.0394550183856881, -0.03938120910753585, 0.00924191409402406, 
0.034475470252639195, -0.03422988356792616, 0.008083860621867127, 
0.03008795505679307, -0.030611318068284415, 0.007073254171268184, 
0.026265390605037076, -0.026830325645758563, 0.0061763594821839145, 
0.02293198417103337, -0.023385525770456536, 0.005391402428634718, 
0.020021074448646203, -0.02040626194898978, 0.004706854547280732, 
0.01747837273101316, -0.017822259607909192, 0.004109337331847106, 
0.015922898740480806, -0.01593435523997246, 0.0030272662688079427, 
0.013898598024911113, -0.014240234318196805, 0.0026803259381296208, 
0.012130524567038226, -0.01239337965177314, 0.0028527374506052494, 
0.010587199989531615, -0.010821562207122543, 0.0024899099355407046, 
