x, y, theta, stamp, 
5.399005353543639e-05, -1.0140689374150413e-06, 6.43996128453934e-07, 4124000000, 
5.277440554066802e-05, -1.0125686715417877e-06, 6.29035752225818e-07, 4158000000, 
5.205105787455682e-05, -1.0111004502334856e-06, 6.232289477176027e-07, 4192000000, 
5.186605683248609e-05, -1.009688831510726e-06, 6.280135969929456e-07, 4226000000, 
0.0012066582968109367, -1.0086372188283701e-06, 1.8894617754856777e-06, 4260000000, 
0.011605193544507232, -1.0297346340919881e-06, 2.026678646055624e-06, 4362000000, 
0.030608441072192502, 7.830100744261867e-05, 0.018961750759158784, 4464000000, 
0.05287997403609265, 0.0012604255490810492, 0.08540690434191239, 4566000000, 
0.07503775065759045, 0.003865244718883145, 0.14989508608007804, 4668000000, 
0.09698720582445484, 0.007887454140102123, 0.21376731736165935, 4770000000, 
0.11863977773494659, 0.013304320365744658, 0.2767402342467385, 4872000000, 
0.13992713377638535, 0.020049848843240944, 0.3358176180670845, 4974000000, 
0.1608125997124908, 0.02798816505096131, 0.38991849574594195, 5076000000, 
0.18127591256909412, 0.03699142793820446, 0.43878025760369477, 5178000000, 
0.20131281806045145, 0.046935271197291344, 0.48245409353011437, 5280000000, 
0.21443476726221342, 0.05402395570617555, 0.509479179992584, 5348000000, 
0.23377335495784288, 0.06526961394244978, 0.5451925930868082, 5450000000, 
0.25272264944731543, 0.07716145415934894, 0.5766887547908566, 5552000000, 
0.2713173673409511, 0.08961549009157223, 0.6043673722307771, 5654000000, 
0.28959388698572236, 0.10255124137084314, 0.6277322265445565, 5756000000, 
0.3075766199485234, 0.11590417104500826, 0.6489705813471455, 5858000000, 
0.32529597057220383, 0.1296184320321414, 0.6677417330212948, 5960000000, 
0.34277953130197114, 0.14364516372392216, 0.6841072041426371, 6062000000, 
0.360053192629748, 0.15794220503018788, 0.698393260328616, 6164000000, 
0.377136010408889, 0.17247031931709347, 0.7108756062849776, 6266000000, 
0.39404287268546173, 0.18719362523870517, 0.7218088322730506, 6368000000, 
0.40522652474871457, 0.19710397754321515, 0.7285071401534319, 6436000000, 
0.42188804522397527, 0.21210043110882085, 0.7372230542089397, 6538000000, 
0.43843114711954767, 0.22723690018863946, 0.7448153367497846, 6640000000, 
0.4548706345792354, 0.24249511560994247, 0.7514503160317415, 6742000000, 
0.47122053561366856, 0.25785846457305645, 0.7570144038016924, 6844000000, 
0.4874876886993905, 0.273310628356166, 0.7620545590595482, 6946000000, 
0.5036784126826634, 0.28883600745700544, 0.7664950896317027, 7048000000, 
0.5198021835775537, 0.30442547986660623, 0.7703640099980323, 7150000000, 
0.5358708212377894, 0.32007450316768105, 0.7737379386572697, 7252000000, 
0.5518936570059803, 0.3357778585662516, 0.7766842715472504, 7354000000, 
0.5678761720521024, 0.35152833841137204, 0.7792579358999078, 7456000000, 
0.5785099131034828, 0.36205017992951033, 0.780831864241043, 7524000000, 
0.5944300931005033, 0.37786003857628164, 0.7828808984297855, 7626000000, 
0.6103178744030034, 0.3936983473599025, 0.7846705827729449, 7728000000, 
0.626179434123189, 0.40956362923571593, 0.7862327863547098, 7830000000, 
0.642020181381932, 0.4254544767395947, 0.7876053360117793, 7932000000, 
0.6578422998005344, 0.44136765345550966, 0.7887714545647571, 8034000000, 
0.6736465346753717, 0.457297941986821, 0.7898128390935951, 8136000000, 
0.6894338789655414, 0.47324186558405923, 0.7907244862534252, 8238000000, 
0.7052068930202958, 0.48919821842695865, 0.7915168786199416, 8340000000, 
0.7209690102272371, 0.5051669329024735, 0.7922077610055922, 8442000000, 
0.7367223667104076, 0.521147286383027, 0.7928105356734375, 8544000000, 
0.7524674607506813, 0.5371370500691516, 0.7933368709589169, 8646000000, 
0.7682041412706562, 0.5531338960587927, 0.7937964443869546, 8748000000, 
0.7786908987651461, 0.5638016423209525, 0.7940770519916339, 8816000000, 
0.794415556663523, 0.5798079591990721, 0.7944424683731051, 8918000000, 
0.8101352540061367, 0.5958200315065392, 0.7947615166128456, 9020000000, 
0.8258510903227269, 0.6118376259253397, 0.7950398869273314, 9122000000, 
0.8415632412913854, 0.6278597336766821, 0.7952846038813262, 9224000000, 
0.8572713498731093, 0.6438850554160628, 0.7954925641406132, 9326000000, 
0.8729756778661587, 0.6599127806849269, 0.7956783780643375, 9428000000, 
0.8886771294775517, 0.6759430466025562, 0.7958409991063147, 9530000000, 
0.9043766351029944, 0.6919761140614342, 0.7959822791296403, 9632000000, 
0.9200745617401075, 0.7080117461790445, 0.7961055129315979, 9734000000, 
0.935770710881157, 0.7240492434100263, 0.7962131333915872, 9836000000, 
0.951464889776493, 0.7400879122003491, 0.7963071061824125, 9938000000, 
0.9671573650643338, 0.7561276353763476, 0.796389137927183, 10040000000, 
0.9828486810682147, 0.7721686294492928, 0.7964607184529465, 10142000000, 
0.9985392431872955, 0.7882110049411869, 0.7965232166338726, 10244000000, 
1.008999245705211, 0.7989065900086939, 0.7965613613666341, 10312000000, 
1.024688540261064, 0.8149506416917008, 0.796611052023065, 10414000000, 
1.0403768454182976, 0.830995179393393, 0.796654436803721, 10516000000, 
1.0560642909081173, 0.8470401515366238, 0.7966922794147964, 10618000000, 
1.0717511880007118, 0.8630857035737131, 0.7967240059086917, 10720000000, 
1.0874378457335758, 0.8791320043498788, 0.7967527713256063, 10822000000, 
1.1031242309404732, 0.8951788916169959, 0.7967780927823863, 10924000000, 
1.1188101292944441, 0.9112260484111714, 0.7968001193267377, 11026000000, 
1.134495503823836, 0.9272733431098625, 0.7968193402604281, 11128000000, 
1.1501805078238674, 0.943320849793968, 0.7968361362174762, 11230000000, 
1.1658653756077757, 0.9593687278065329, 0.7968508161043122, 11332000000, 
1.1815501589741908, 0.9754169661279671, 0.796863636450465, 11434000000, 
1.192006596498321, 0.9861159255357478, 0.796871464005192, 11502000000, 
1.2076910199437412, 1.002164426257381, 0.7968816480461095, 11604000000, 
1.223375191141018, 1.018212987933217, 0.7968905358403198, 11706000000, 
1.2390592505710099, 1.0342617005628372, 0.7968983013946981, 11808000000, 
1.2547432551679132, 1.0503105933220542, 0.7969048149485639, 11910000000, 
1.2704271702322756, 1.0663596013529995, 0.796910707907392, 12012000000, 
1.2861109324769702, 1.0824086407720563, 0.7969158941929433, 12114000000, 
1.3017946036125039, 1.0984577428833244, 0.7969204093996193, 12216000000, 
1.317478261957364, 1.1145069625678299, 0.7969243562646501, 12318000000, 
1.3331618827451734, 1.1305562649334466, 0.7969278048164619, 12420000000, 
1.3436175563773622, 1.1412557834775605, 0.7969299111017014, 12488000000, 
1.359301035613834, 1.157305114892969, 0.7969326536004603, 12590000000, 
1.3749845185144622, 1.1733545300847776, 0.7969350501530618, 12692000000, 
1.39066792561387, 1.1894039338436573, 0.7969371511758769, 12794000000, 
1.4063513231231088, 1.2054533902081017, 0.7969389151013968, 12896000000, 
1.4220346927040242, 1.221502874794017, 0.7969405055150577, 12998000000, 
1.4377180058063457, 1.2375523542885678, 0.7969419098188364, 13100000000, 
1.4534013462986677, 1.2536018965800533, 0.7969431384714737, 13202000000, 
1.469084670371881, 1.269651455176508, 0.7969442160589884, 13304000000, 
1.4847679197985402, 1.2857009679185931, 0.7969451572994959, 13406000000, 
1.5004511931912743, 1.3017505392295445, 0.7969459764577962, 13508000000, 
1.5161344965355, 1.3178001648412383, 0.7969466947311117, 13610000000, 
1.526590007419364, 1.3284998980928306, 0.7969471378019953, 13678000000, 
1.5422732067983889, 1.3445494424939772, 0.796947720779286, 13780000000, 
